Text,Video URL,Region,Label
Đông Dương,https://qipedc.moet.gov.vn/videos/W01286.mp4?autoplay=true,,Đông_Dương
anh ruột,https://qipedc.moet.gov.vn/videos/W00019T.mp4?autoplay=true,T,anh_ruộtT
xếp hàng ưu tiên,https://qipedc.moet.gov.vn/videos/W03982.mp4?autoplay=true,,xếp_hàng_ưu_tiên
nghỉ hè,https://qipedc.moet.gov.vn/videos/W02360T.mp4?autoplay=true,T,nghỉ_hèT
hộp sữa,https://qipedc.moet.gov.vn/videos/W01704.mp4?autoplay=true,,hộp_sữa
trung ương,https://qipedc.moet.gov.vn/videos/W03646.mp4?autoplay=true,,trung_ương
điêu khắc,https://qipedc.moet.gov.vn/videos/W01210.mp4?autoplay=true,,điêu_khắc
thóc (gạo),https://qipedc.moet.gov.vn/videos/W03278.mp4?autoplay=true,,thóc_(gạo)
nhà trường,https://qipedc.moet.gov.vn/videos/W02455B.mp4?autoplay=true,B,nhà_trườngB
mỳ tôm,https://qipedc.moet.gov.vn/videos/D0080N.mp4?autoplay=true,N,mỳ_tômN
hồ nước,https://qipedc.moet.gov.vn/videos/W01686.mp4?autoplay=true,,hồ_nước
cần không?,https://qipedc.moet.gov.vn/videos/D0122B.mp4?autoplay=true,B,cần_không?B
trường THPT ( cấp 3),https://qipedc.moet.gov.vn/videos/W03675T.mp4?autoplay=true,T,trường_THPT_(_cấp_3)T
mê tín,https://qipedc.moet.gov.vn/videos/W02203.mp4?autoplay=true,,mê_tín
chống đối,https://qipedc.moet.gov.vn/videos/W00633N.mp4?autoplay=true,N,chống_đốiN
kỉ niệm,https://qipedc.moet.gov.vn/videos/W01866N.mp4?autoplay=true,N,kỉ_niệmN
liên quan,https://qipedc.moet.gov.vn/videos/W02001B.mp4?autoplay=true,B,liên_quanB
cối xay gió,https://qipedc.moet.gov.vn/videos/W00834.mp4?autoplay=true,,cối_xay_gió
anh họ,https://qipedc.moet.gov.vn/videos/W00014N.mp4?autoplay=true,N,anh_họN
ôn luyện,https://qipedc.moet.gov.vn/videos/W02569.mp4?autoplay=true,,ôn_luyện
hỏi,https://qipedc.moet.gov.vn/videos/W01672B.mp4?autoplay=true,B,hỏiB
thiết kế,https://qipedc.moet.gov.vn/videos/W03265B.mp4?autoplay=true,B,thiết_kếB
chức vụ,https://qipedc.moet.gov.vn/videos/W00717.mp4?autoplay=true,,chức_vụ
hãng máy bay,https://qipedc.moet.gov.vn/videos/W00122.mp4?autoplay=true,,hãng_máy_bay
bầu trời,https://qipedc.moet.gov.vn/videos/W00212.mp4?autoplay=true,,bầu_trời
tuần lễ người Điếc thế giới,https://qipedc.moet.gov.vn/videos/D0053B.mp4?autoplay=true,B,tuần_lễ_người_Điếc_thế_giớiB
a,https://qipedc.moet.gov.vn/videos/D0489.mp4?autoplay=true,,a
thẳng tắp,https://qipedc.moet.gov.vn/videos/W03202.mp4?autoplay=true,,thẳng_tắp
bò sát,https://qipedc.moet.gov.vn/videos/W00289.mp4?autoplay=true,,bò_sát
mấy giờ?,https://qipedc.moet.gov.vn/videos/W02196.mp4?autoplay=true,,mấy_giờ?
mỳ ý,https://qipedc.moet.gov.vn/videos/D0082B.mp4?autoplay=true,B,mỳ_ýB
phân loại,https://qipedc.moet.gov.vn/videos/W02615.mp4?autoplay=true,,phân_loại
trả lời,https://qipedc.moet.gov.vn/videos/W03526.mp4?autoplay=true,,trả_lời
tham ăn,https://qipedc.moet.gov.vn/videos/D0024B.mp4?autoplay=true,B,tham_ănB
ra ngoài,https://qipedc.moet.gov.vn/videos/W02825T.mp4?autoplay=true,T,ra_ngoàiT
chảo,https://qipedc.moet.gov.vn/videos/W00493T.mp4?autoplay=true,T,chảoT
liên hoan,https://qipedc.moet.gov.vn/videos/W01998T.mp4?autoplay=true,T,liên_hoanT
chủ động,https://qipedc.moet.gov.vn/videos/W00644.mp4?autoplay=true,,chủ_động
bờm tóc,https://qipedc.moet.gov.vn/videos/W00352.mp4?autoplay=true,,bờm_tóc
nhập trường,https://qipedc.moet.gov.vn/videos/W02490N.mp4?autoplay=true,N,nhập_trườngN
bé loắt choắt,https://qipedc.moet.gov.vn/videos/W00219.mp4?autoplay=true,,bé_loắt_choắt
cờ ca rô,https://qipedc.moet.gov.vn/videos/W00880.mp4?autoplay=true,,cờ_ca_rô
đầu xuôi đuôi lọt,https://qipedc.moet.gov.vn/videos/W01145.mp4?autoplay=true,,đầu_xuôi_đuôi_lọt
tay chân sạch sẽ,https://qipedc.moet.gov.vn/videos/D0432N.mp4?autoplay=true,N,tay_chân_sạch_sẽN
Liên Bang Nga (nước Nga),https://qipedc.moet.gov.vn/videos/W01996T.mp4?autoplay=true,T,Liên_Bang_Nga_(nước_Nga)T
nhập khẩu,https://qipedc.moet.gov.vn/videos/D0014.mp4?autoplay=true,,nhập_khẩu
nghệ sĩ,https://qipedc.moet.gov.vn/videos/W02356.mp4?autoplay=true,,nghệ_sĩ
bến xe,https://qipedc.moet.gov.vn/videos/W00245.mp4?autoplay=true,,bến_xe
đẹp đẽ (như đẹp),https://qipedc.moet.gov.vn/videos/W01170.mp4?autoplay=true,,đẹp_đẽ_(như_đẹp)
gặp gỡ,https://qipedc.moet.gov.vn/videos/W01395.mp4?autoplay=true,,gặp_gỡ
bạn,https://qipedc.moet.gov.vn/videos/W00110T.mp4?autoplay=true,T,bạnT
nhắm mắt,https://qipedc.moet.gov.vn/videos/D0433.mp4?autoplay=true,,nhắm_mắt
điều phối,https://qipedc.moet.gov.vn/videos/W01212B.mp4?autoplay=true,B,điều_phốiB
chùa Yên Tử,https://qipedc.moet.gov.vn/videos/D0471.mp4?autoplay=true,,chùa_Yên_Tử
kịch,https://qipedc.moet.gov.vn/videos/W01035.mp4?autoplay=true,,kịch
trạm xe buýt,https://qipedc.moet.gov.vn/videos/W03534.mp4?autoplay=true,,trạm_xe_buýt
là gì?,https://qipedc.moet.gov.vn/videos/W01911T.mp4?autoplay=true,T,là_gì?T
đặc biệt,https://qipedc.moet.gov.vn/videos/W01122T.mp4?autoplay=true,T,đặc_biệtT
theo dõi,https://qipedc.moet.gov.vn/videos/W03228.mp4?autoplay=true,,theo_dõi
ung thư,https://qipedc.moet.gov.vn/videos/D0213B.mp4?autoplay=true,B,ung_thưB
bố dượng,https://qipedc.moet.gov.vn/videos/W00326N.mp4?autoplay=true,N,bố_dượngN
khẩu hiệu,https://qipedc.moet.gov.vn/videos/W01785.mp4?autoplay=true,,khẩu_hiệu
mít tinh,https://qipedc.moet.gov.vn/videos/D0204.mp4?autoplay=true,,mít_tinh
nhổ râu,https://qipedc.moet.gov.vn/videos/D0274.mp4?autoplay=true,,nhổ_râu
thương mại,https://qipedc.moet.gov.vn/videos/D0306.mp4?autoplay=true,,thương_mại
phấn (viết bảng),https://qipedc.moet.gov.vn/videos/W02630T.mp4?autoplay=true,T,phấn_(viết_bảng)T
33,https://qipedc.moet.gov.vn/videos/D0543N.mp4?autoplay=true,N,33N
cua đồng,https://qipedc.moet.gov.vn/videos/D0386.mp4?autoplay=true,,cua_đồng
dao,https://qipedc.moet.gov.vn/videos/W00973.mp4?autoplay=true,,dao
cháu gái,https://qipedc.moet.gov.vn/videos/W00495B.mp4?autoplay=true,B,cháu_gáiB
bình an,https://qipedc.moet.gov.vn/videos/W00274T.mp4?autoplay=true,T,bình_anT
lều trại,https://qipedc.moet.gov.vn/videos/W01991.mp4?autoplay=true,,lều_trại
ngữ pháp,https://qipedc.moet.gov.vn/videos/W03327N.mp4?autoplay=true,N,ngữ_phápN
Lào (nước Lào),https://qipedc.moet.gov.vn/videos/W01945T.mp4?autoplay=true,T,Lào_(nước_Lào)T
xé rách,https://qipedc.moet.gov.vn/videos/W03973.mp4?autoplay=true,,xé_rách
gian dối,https://qipedc.moet.gov.vn/videos/D0337.mp4?autoplay=true,,gian_dối
giao thông,https://qipedc.moet.gov.vn/videos/W01430B.mp4?autoplay=true,B,giao_thôngB
rau diếp cá,https://qipedc.moet.gov.vn/videos/D0329.mp4?autoplay=true,,rau_diếp_cá
ra lệnh,https://qipedc.moet.gov.vn/videos/W02823.mp4?autoplay=true,,ra_lệnh
nghé,https://qipedc.moet.gov.vn/videos/W02354B.mp4?autoplay=true,B,nghéB
danh sách,https://qipedc.moet.gov.vn/videos/W00969.mp4?autoplay=true,,danh_sách
thân cây,https://qipedc.moet.gov.vn/videos/W03204T.mp4?autoplay=true,T,thân_câyT
đại sứ,https://qipedc.moet.gov.vn/videos/D0253.mp4?autoplay=true,,đại_sứ
phun nước,https://qipedc.moet.gov.vn/videos/W02710.mp4?autoplay=true,,phun_nước
cửa khẩu,https://qipedc.moet.gov.vn/videos/W00936.mp4?autoplay=true,,cửa_khẩu
đề nghị,https://qipedc.moet.gov.vn/videos/W01177N.mp4?autoplay=true,N,đề_nghịN
gan dạ,https://qipedc.moet.gov.vn/videos/W01378N.mp4?autoplay=true,N,gan_dạN
giao lưu,https://qipedc.moet.gov.vn/videos/W01451.mp4?autoplay=true,,giao_lưu
chúng tôi (đại từ),https://qipedc.moet.gov.vn/videos/D0134.mp4?autoplay=true,,chúng_tôi_(đại_từ)
huỷ diệt,https://qipedc.moet.gov.vn/videos/W01719.mp4?autoplay=true,,huỷ_diệt
tuần sau,https://qipedc.moet.gov.vn/videos/D0417T.mp4?autoplay=true,T,tuần_sauT
về 2 (Miền Bắc),https://qipedc.moet.gov.vn/videos/D0159T.mp4?autoplay=true,T,về_2_(Miền_Bắc)T
cần khởi động,https://qipedc.moet.gov.vn/videos/W00431.mp4?autoplay=true,,cần_khởi_động
quả khế,https://qipedc.moet.gov.vn/videos/W02742T.mp4?autoplay=true,T,quả_khếT
nón,https://qipedc.moet.gov.vn/videos/W02527.mp4?autoplay=true,,nón
diện tích xung quanh,https://qipedc.moet.gov.vn/videos/W01041.mp4?autoplay=true,,diện_tích_xung_quanh
suýt,https://qipedc.moet.gov.vn/videos/D0072T.mp4?autoplay=true,T,suýtT
phở cuốn,https://qipedc.moet.gov.vn/videos/W02697T.mp4?autoplay=true,T,phở_cuốnT
kiếm (cái kiếm),https://qipedc.moet.gov.vn/videos/W01879.mp4?autoplay=true,,kiếm_(cái_kiếm)
kinh ngạc,https://qipedc.moet.gov.vn/videos/W01897.mp4?autoplay=true,,kinh_ngạc
thế nào?,https://qipedc.moet.gov.vn/videos/W03239T.mp4?autoplay=true,T,thế_nào?T
ngâm hạt,https://qipedc.moet.gov.vn/videos/W02346.mp4?autoplay=true,,ngâm_hạt
khung cửa số,https://qipedc.moet.gov.vn/videos/W01856.mp4?autoplay=true,,khung_cửa_số
trước,https://qipedc.moet.gov.vn/videos/W03669B.mp4?autoplay=true,B,trướcB
không khí,https://qipedc.moet.gov.vn/videos/W01841.mp4?autoplay=true,,không_khí
kém,https://qipedc.moet.gov.vn/videos/W01738B.mp4?autoplay=true,B,kémB
gương,https://qipedc.moet.gov.vn/videos/W01523.mp4?autoplay=true,,gương
cây nến,https://qipedc.moet.gov.vn/videos/D0435.mp4?autoplay=true,,cây_nến
mâm ngũ quả,https://qipedc.moet.gov.vn/videos/W02178T.mp4?autoplay=true,T,mâm_ngũ_quảT
rau,https://qipedc.moet.gov.vn/videos/W02835.mp4?autoplay=true,,rau
lớp,https://qipedc.moet.gov.vn/videos/W02052.mp4?autoplay=true,,lớp
ban đêm,https://qipedc.moet.gov.vn/videos/W00086N.mp4?autoplay=true,N,ban_đêmN
bít tất,https://qipedc.moet.gov.vn/videos/W00287.mp4?autoplay=true,,bít_tất
nứt nẻ (ruộng),https://qipedc.moet.gov.vn/videos/D0222.mp4?autoplay=true,,nứt_nẻ_(ruộng)
đường thuỷ,https://qipedc.moet.gov.vn/videos/W01345.mp4?autoplay=true,,đường_thuỷ
vui sướng,https://qipedc.moet.gov.vn/videos/W03890B.mp4?autoplay=true,B,vui_sướngB
lốc xoáy,https://qipedc.moet.gov.vn/videos/D0431.mp4?autoplay=true,,lốc_xoáy
phi ngựa,https://qipedc.moet.gov.vn/videos/W02647.mp4?autoplay=true,,phi_ngựa
bảo đảm,https://qipedc.moet.gov.vn/videos/W00152.mp4?autoplay=true,,bảo_đảm
sinh hoạt,https://qipedc.moet.gov.vn/videos/W02955.mp4?autoplay=true,,sinh_hoạt
xanh xao,https://qipedc.moet.gov.vn/videos/W03938T.mp4?autoplay=true,T,xanh_xaoT
chăn nuôi,https://qipedc.moet.gov.vn/videos/W00510T.mp4?autoplay=true,T,chăn_nuôiT
cốp xe,https://qipedc.moet.gov.vn/videos/W00859.mp4?autoplay=true,,cốp_xe
đánh răng,https://qipedc.moet.gov.vn/videos/D0414.mp4?autoplay=true,,đánh_răng
Albania (nước Albania),https://qipedc.moet.gov.vn/videos/D0012.mp4?autoplay=true,,Albania_(nước_Albania)
máy khâu,https://qipedc.moet.gov.vn/videos/W02149.mp4?autoplay=true,,máy_khâu
rễ cây,https://qipedc.moet.gov.vn/videos/W02856.mp4?autoplay=true,,rễ_cây
nhân (Toán học),https://qipedc.moet.gov.vn/videos/W02473N.mp4?autoplay=true,N,nhân_(Toán_học)N
chất lỏng,https://qipedc.moet.gov.vn/videos/W00536.mp4?autoplay=true,,chất_lỏng
con khỉ,https://qipedc.moet.gov.vn/videos/W00767.mp4?autoplay=true,,con_khỉ
con sâu,https://qipedc.moet.gov.vn/videos/W00788.mp4?autoplay=true,,con_sâu
tham dự,https://qipedc.moet.gov.vn/videos/W03153T.mp4?autoplay=true,T,tham_dựT
đùa,https://qipedc.moet.gov.vn/videos/D0437T.mp4?autoplay=true,T,đùaT
thẳng hàng (Toán học),https://qipedc.moet.gov.vn/videos/W03201.mp4?autoplay=true,,thẳng_hàng_(Toán_học)
không quen,https://qipedc.moet.gov.vn/videos/D0109T.mp4?autoplay=true,T,không_quenT
tưởng,https://qipedc.moet.gov.vn/videos/W03730.mp4?autoplay=true,,tưởng
dấu sắc,https://qipedc.moet.gov.vn/videos/D0525N.mp4?autoplay=true,N,dấu_sắcN
cổng trường,https://qipedc.moet.gov.vn/videos/W00825T.mp4?autoplay=true,T,cổng_trườngT
hiệu (Toán học),https://qipedc.moet.gov.vn/videos/W01595.mp4?autoplay=true,,hiệu_(Toán_học)
chữa bài,https://qipedc.moet.gov.vn/videos/W00708N.mp4?autoplay=true,N,chữa_bàiN
dân tộc Mông,https://qipedc.moet.gov.vn/videos/D0312.mp4?autoplay=true,,dân_tộc_Mông
cỏ,https://qipedc.moet.gov.vn/videos/W00357B.mp4?autoplay=true,B,cỏB
cánh tay,https://qipedc.moet.gov.vn/videos/W00410.mp4?autoplay=true,,cánh_tay
Thừa Thiên – Huế,https://qipedc.moet.gov.vn/videos/W03361N.mp4?autoplay=true,N,Thừa_Thiên_–_HuếN
cưa,https://qipedc.moet.gov.vn/videos/W00932.mp4?autoplay=true,,cưa
lãng phí,https://qipedc.moet.gov.vn/videos/D0314.mp4?autoplay=true,,lãng_phí
cái túi,https://qipedc.moet.gov.vn/videos/W00406.mp4?autoplay=true,,cái_túi
thiếu niên,https://qipedc.moet.gov.vn/videos/W03270.mp4?autoplay=true,,thiếu_niên
hạt lúa,https://qipedc.moet.gov.vn/videos/W01567.mp4?autoplay=true,,hạt_lúa
ai bảo,https://qipedc.moet.gov.vn/videos/W04071.mp4?autoplay=true,,ai_bảo
trắng muốt,https://qipedc.moet.gov.vn/videos/W03552T.mp4?autoplay=true,T,trắng_muốtT
dầu mỏ,https://qipedc.moet.gov.vn/videos/W00997.mp4?autoplay=true,,dầu_mỏ
mạng lưới,https://qipedc.moet.gov.vn/videos/W02125.mp4?autoplay=true,,mạng_lưới
quả quýt,https://qipedc.moet.gov.vn/videos/W02753.mp4?autoplay=true,,quả_quýt
cao nguyên,https://qipedc.moet.gov.vn/videos/W00419.mp4?autoplay=true,,cao_nguyên
giãn cách xã hội,https://qipedc.moet.gov.vn/videos/D0287.mp4?autoplay=true,,giãn_cách_xã_hội
danh từ riêng,https://qipedc.moet.gov.vn/videos/W00971.mp4?autoplay=true,,danh_từ_riêng
cái gương,https://qipedc.moet.gov.vn/videos/W00404T.mp4?autoplay=true,T,cái_gươngT
rửa mặt,https://qipedc.moet.gov.vn/videos/W02887.mp4?autoplay=true,,rửa_mặt
màu nâu,https://qipedc.moet.gov.vn/videos/W02137N.mp4?autoplay=true,N,màu_nâuN
áo len,https://qipedc.moet.gov.vn/videos/W00033.mp4?autoplay=true,,áo_len
cây thông,https://qipedc.moet.gov.vn/videos/W02096.mp4?autoplay=true,,cây_thông
trong ngoài,https://qipedc.moet.gov.vn/videos/W03611N.mp4?autoplay=true,N,trong_ngoàiN
la hét,https://qipedc.moet.gov.vn/videos/W01910.mp4?autoplay=true,,la_hét
nhọn hoắt,https://qipedc.moet.gov.vn/videos/W02505.mp4?autoplay=true,,nhọn_hoắt
gốm sứ,https://qipedc.moet.gov.vn/videos/W01517.mp4?autoplay=true,,gốm_sứ
liệt (liệt tay chân),https://qipedc.moet.gov.vn/videos/W02005.mp4?autoplay=true,,liệt_(liệt_tay_chân)
chỉnh sửa,https://qipedc.moet.gov.vn/videos/W00615.mp4?autoplay=true,,chỉnh_sửa
dầu khí,https://qipedc.moet.gov.vn/videos/W00996.mp4?autoplay=true,,dầu_khí
Bà Rịa - Vũng Tàu,https://qipedc.moet.gov.vn/videos/W00068.mp4?autoplay=true,,Bà_Rịa_-_Vũng_Tàu
chia đôi,https://qipedc.moet.gov.vn/videos/D0249T.mp4?autoplay=true,T,chia_đôiT
quả dừa xiêm,https://qipedc.moet.gov.vn/videos/W02733N.mp4?autoplay=true,N,quả_dừa_xiêmN
tái phạm,https://qipedc.moet.gov.vn/videos/W03071T.mp4?autoplay=true,T,tái_phạmT
yêu cầu,https://qipedc.moet.gov.vn/videos/W04057B.mp4?autoplay=true,B,yêu_cầuB
điều khiển,https://qipedc.moet.gov.vn/videos/W01214.mp4?autoplay=true,,điều_khiển
xông hơi,https://qipedc.moet.gov.vn/videos/W04003.mp4?autoplay=true,,xông_hơi
suy nghĩ,https://qipedc.moet.gov.vn/videos/W03025T.mp4?autoplay=true,T,suy_nghĩT
đầy,https://qipedc.moet.gov.vn/videos/W01149.mp4?autoplay=true,,đầy
tháng,https://qipedc.moet.gov.vn/videos/W03167N.mp4?autoplay=true,N,thángN
con bê,https://qipedc.moet.gov.vn/videos/W00734T.mp4?autoplay=true,T,con_bêT
quả mướp,https://qipedc.moet.gov.vn/videos/W02746.mp4?autoplay=true,,quả_mướp
hóa đơn,https://qipedc.moet.gov.vn/videos/W00258.mp4?autoplay=true,,hóa_đơn
đen láy (như đen nhánh),https://qipedc.moet.gov.vn/videos/W01153N.mp4?autoplay=true,N,đen_láy_(như_đen_nhánh)N
gói,https://qipedc.moet.gov.vn/videos/W01510.mp4?autoplay=true,,gói
nội dung,https://qipedc.moet.gov.vn/videos/W02540N.mp4?autoplay=true,N,nội_dungN
ông nội,https://qipedc.moet.gov.vn/videos/W02576T.mp4?autoplay=true,T,ông_nộiT
ra ngoài,https://qipedc.moet.gov.vn/videos/W02825B.mp4?autoplay=true,B,ra_ngoàiB
Hưng Yên,https://qipedc.moet.gov.vn/videos/W01723.mp4?autoplay=true,,Hưng_Yên
hình elip,https://qipedc.moet.gov.vn/videos/W01604.mp4?autoplay=true,,hình_elip
quả đu đủ,https://qipedc.moet.gov.vn/videos/W02737B.mp4?autoplay=true,B,quả_đu_đủB
đi dạo,https://qipedc.moet.gov.vn/videos/D0157T.mp4?autoplay=true,T,đi_dạoT
vớt,https://qipedc.moet.gov.vn/videos/W03884.mp4?autoplay=true,,vớt
găng tay,https://qipedc.moet.gov.vn/videos/W01393.mp4?autoplay=true,,găng_tay
ngà voi,https://qipedc.moet.gov.vn/videos/W02324.mp4?autoplay=true,,ngà_voi
ông nội,https://qipedc.moet.gov.vn/videos/W02576B.mp4?autoplay=true,B,ông_nộiB
bằng,https://qipedc.moet.gov.vn/videos/W00194.mp4?autoplay=true,,bằng
quả nhãn,https://qipedc.moet.gov.vn/videos/W02748B.mp4?autoplay=true,B,quả_nhãnB
đồ ăn,https://qipedc.moet.gov.vn/videos/D0444.mp4?autoplay=true,,đồ_ăn
ngắt hoa,https://qipedc.moet.gov.vn/videos/W02345B.mp4?autoplay=true,B,ngắt_hoaB
lũy tre,https://qipedc.moet.gov.vn/videos/W02073.mp4?autoplay=true,,lũy_tre
tháng,https://qipedc.moet.gov.vn/videos/W03167T.mp4?autoplay=true,T,thángT
đồ dùng học tập,https://qipedc.moet.gov.vn/videos/W01251.mp4?autoplay=true,,đồ_dùng_học_tập
héc-tô-gam (hg),https://qipedc.moet.gov.vn/videos/W01576B.mp4?autoplay=true,B,héc-tô-gam_(hg)B
cất giấu,https://qipedc.moet.gov.vn/videos/W00434.mp4?autoplay=true,,cất_giấu
cần không?,https://qipedc.moet.gov.vn/videos/D0122N.mp4?autoplay=true,N,cần_không?N
trốn chạy,https://qipedc.moet.gov.vn/videos/W03619T.mp4?autoplay=true,T,trốn_chạyT
nhảy dù,https://qipedc.moet.gov.vn/videos/W02466.mp4?autoplay=true,,nhảy_dù
trách mắng,https://qipedc.moet.gov.vn/videos/W03514.mp4?autoplay=true,,trách_mắng
đánh giá,https://qipedc.moet.gov.vn/videos/W01110.mp4?autoplay=true,,đánh_giá
ống nhòm,https://qipedc.moet.gov.vn/videos/W02578.mp4?autoplay=true,,ống_nhòm
máy quay,https://qipedc.moet.gov.vn/videos/W02150.mp4?autoplay=true,,máy_quay
"nước ép (cam, cà chua,..)",https://qipedc.moet.gov.vn/videos/D0395.mp4?autoplay=true,,"nước_ép_(cam,_cà_chua,..)"
12,https://qipedc.moet.gov.vn/videos/D0541B.mp4?autoplay=true,B,12B
khoác áo,https://qipedc.moet.gov.vn/videos/W01813.mp4?autoplay=true,,khoác_áo
Nhật (nước Nhật),https://qipedc.moet.gov.vn/videos/W02492N.mp4?autoplay=true,N,Nhật_(nước_Nhật)N
toa lét,https://qipedc.moet.gov.vn/videos/W03469.mp4?autoplay=true,,toa_lét
em họ,https://qipedc.moet.gov.vn/videos/D0153T.mp4?autoplay=true,T,em_họT
cướp biển,https://qipedc.moet.gov.vn/videos/W00944.mp4?autoplay=true,,cướp_biển
con lợn (con heo),https://qipedc.moet.gov.vn/videos/W00770N.mp4?autoplay=true,N,con_lợn_(con_heo)N
kết quả,https://qipedc.moet.gov.vn/videos/W01754T.mp4?autoplay=true,T,kết_quảT
cúi,https://qipedc.moet.gov.vn/videos/W00895.mp4?autoplay=true,,cúi
ủy quyền,https://qipedc.moet.gov.vn/videos/W03751N.mp4?autoplay=true,N,ủy_quyềnN
phải không?,https://qipedc.moet.gov.vn/videos/D0120B.mp4?autoplay=true,B,phải_không?B
bức tranh,https://qipedc.moet.gov.vn/videos/W00386B.mp4?autoplay=true,B,bức_tranhB
mui xe,https://qipedc.moet.gov.vn/videos/W02280.mp4?autoplay=true,,mui_xe
cô giáo,https://qipedc.moet.gov.vn/videos/W00812N.mp4?autoplay=true,N,cô_giáoN
đồ uống,https://qipedc.moet.gov.vn/videos/D0443.mp4?autoplay=true,,đồ_uống
pháo sáng,https://qipedc.moet.gov.vn/videos/W02606.mp4?autoplay=true,,pháo_sáng
con tôm,https://qipedc.moet.gov.vn/videos/W00797T.mp4?autoplay=true,T,con_tômT
sữa bột,https://qipedc.moet.gov.vn/videos/W03037N.mp4?autoplay=true,N,sữa_bộtN
tự trọng,https://qipedc.moet.gov.vn/videos/D0336.mp4?autoplay=true,,tự_trọng
nước Việt nam,https://qipedc.moet.gov.vn/videos/W02555B.mp4?autoplay=true,B,nước_Việt_namB
tô màu,https://qipedc.moet.gov.vn/videos/W03486T.mp4?autoplay=true,T,tô_màuT
cướp,https://qipedc.moet.gov.vn/videos/W00943N.mp4?autoplay=true,N,cướpN
bãi cát,https://qipedc.moet.gov.vn/videos/W00081.mp4?autoplay=true,,bãi_cát
Oa-sinh-tơn,https://qipedc.moet.gov.vn/videos/W02556.mp4?autoplay=true,,Oa-sinh-tơn
liếc nhìn,https://qipedc.moet.gov.vn/videos/D0272T.mp4?autoplay=true,T,liếc_nhìnT
bàn chân,https://qipedc.moet.gov.vn/videos/W00093.mp4?autoplay=true,,bàn_chân
con ếch,https://qipedc.moet.gov.vn/videos/W00758B.mp4?autoplay=true,B,con_ếchB
kết quả,https://qipedc.moet.gov.vn/videos/W01754B.mp4?autoplay=true,B,kết_quảB
hàng chục nghìn,https://qipedc.moet.gov.vn/videos/W01540.mp4?autoplay=true,,hàng_chục_nghìn
chiếu,https://qipedc.moet.gov.vn/videos/W00598.mp4?autoplay=true,,chiếu
hoa sen,https://qipedc.moet.gov.vn/videos/W01629B.mp4?autoplay=true,B,hoa_senB
đường tròn,https://qipedc.moet.gov.vn/videos/W01346.mp4?autoplay=true,,đường_tròn
sau,https://qipedc.moet.gov.vn/videos/W02926.mp4?autoplay=true,,sau
