Text,Video URL,Region,Label
Bình Thuận,https://qipedc.moet.gov.vn/videos/W00285.mp4?autoplay=true,,Bình_Thuận
Bình Định,https://qipedc.moet.gov.vn/videos/W00277.mp4?autoplay=true,,Bình_Định
Băng-la-đét (nước Băng-la-đét),https://qipedc.moet.gov.vn/videos/W00193.mp4?autoplay=true,,Băng-la-đét_(nước_Băng-la-đét)
Bạc Liêu,https://qipedc.moet.gov.vn/videos/W00070.mp4?autoplay=true,,Bạc_Liêu
Bắc Giang,https://qipedc.moet.gov.vn/videos/W00182.mp4?autoplay=true,,Bắc_Giang
Bắc Kạn,https://qipedc.moet.gov.vn/videos/W00183.mp4?autoplay=true,,Bắc_Kạn
Bắc Ninh,https://qipedc.moet.gov.vn/videos/W00185.mp4?autoplay=true,,Bắc_Ninh
Bắc bộ,https://qipedc.moet.gov.vn/videos/W00181.mp4?autoplay=true,,Bắc_bộ
Bến Tre,https://qipedc.moet.gov.vn/videos/W00244.mp4?autoplay=true,,Bến_Tre
Cam-pu-chia (nước Cam-pu-chia),https://qipedc.moet.gov.vn/videos/W00407B.mp4?autoplay=true,B,Cam-pu-chia_(nước_Cam-pu-chia)B
Cam-pu-chia (nước Cam-pu-chia),https://qipedc.moet.gov.vn/videos/W00407N.mp4?autoplay=true,N,Cam-pu-chia_(nước_Cam-pu-chia)N
Cam-pu-chia (nước Cam-pu-chia),https://qipedc.moet.gov.vn/videos/W00407T.mp4?autoplay=true,T,Cam-pu-chia_(nước_Cam-pu-chia)T
Cao Bằng,https://qipedc.moet.gov.vn/videos/W00417.mp4?autoplay=true,,Cao_Bằng
Chi-lê (nước Chi-lê),https://qipedc.moet.gov.vn/videos/W00573.mp4?autoplay=true,,Chi-lê_(nước_Chi-lê)
Châu Á Thái Bình Dương,https://qipedc.moet.gov.vn/videos/W00542.mp4?autoplay=true,,Châu_Á_Thái_Bình_Dương
Châu Đại Dương,https://qipedc.moet.gov.vn/videos/W00544.mp4?autoplay=true,,Châu_Đại_Dương
Cocacola,https://qipedc.moet.gov.vn/videos/D0407.mp4?autoplay=true,,Cocacola
Cu ba (nước Cu ba),https://qipedc.moet.gov.vn/videos/W00887.mp4?autoplay=true,,Cu_ba_(nước_Cu_ba)
Cà Mau,https://qipedc.moet.gov.vn/videos/W00397.mp4?autoplay=true,,Cà_Mau
Cô vy (covid),https://qipedc.moet.gov.vn/videos/D0284.mp4?autoplay=true,,Cô_vy_(covid)
Cô-lôm-bi-a (nước Cô-lôm-bi-a),https://qipedc.moet.gov.vn/videos/W00829.mp4?autoplay=true,,Cô-lôm-bi-a_(nước_Cô-lôm-bi-a)
Cố đô Huế,https://qipedc.moet.gov.vn/videos/D0285.mp4?autoplay=true,,Cố_đô_Huế
Cộng Hòa Séc (nước Cộng Hòa Séc),https://qipedc.moet.gov.vn/videos/W00858.mp4?autoplay=true,,Cộng_Hòa_Séc_(nước_Cộng_Hòa_Séc)
Dinh Độc Lập,https://qipedc.moet.gov.vn/videos/W01046.mp4?autoplay=true,,Dinh_Độc_Lập
Do Thái,https://qipedc.moet.gov.vn/videos/D0007.mp4?autoplay=true,,Do_Thái
Gia Lai,https://qipedc.moet.gov.vn/videos/W01415.mp4?autoplay=true,,Gia_Lai
Hoàng tử,https://qipedc.moet.gov.vn/videos/W01649.mp4?autoplay=true,,Hoàng_tử
Hoãn,https://qipedc.moet.gov.vn/videos/D0350.mp4?autoplay=true,,Hoãn
Hung-ga-ri (nước Hung-ga-ri),https://qipedc.moet.gov.vn/videos/W01714.mp4?autoplay=true,,Hung-ga-ri_(nước_Hung-ga-ri)
Hà Giang,https://qipedc.moet.gov.vn/videos/W01526.mp4?autoplay=true,,Hà_Giang
Hà Lan (nước Hà Lan),https://qipedc.moet.gov.vn/videos/W01527.mp4?autoplay=true,,Hà_Lan_(nước_Hà_Lan)
Hùng Vương,https://qipedc.moet.gov.vn/videos/W01715.mp4?autoplay=true,,Hùng_Vương
Hưng Yên,https://qipedc.moet.gov.vn/videos/W01723.mp4?autoplay=true,,Hưng_Yên
Hạ Long,https://qipedc.moet.gov.vn/videos/W01530.mp4?autoplay=true,,Hạ_Long
Hải Dương,https://qipedc.moet.gov.vn/videos/W01533.mp4?autoplay=true,,Hải_Dương
Hậu Giang,https://qipedc.moet.gov.vn/videos/W01572.mp4?autoplay=true,,Hậu_Giang
Hồ Chí Minh,https://qipedc.moet.gov.vn/videos/W01681.mp4?autoplay=true,,Hồ_Chí_Minh
I-rắc (nước I-rắc),https://qipedc.moet.gov.vn/videos/W01726.mp4?autoplay=true,,I-rắc_(nước_I-rắc)
Italia (nước Italia),https://qipedc.moet.gov.vn/videos/W01733.mp4?autoplay=true,,Italia_(nước_Italia)
Khánh Hòa,https://qipedc.moet.gov.vn/videos/W01772.mp4?autoplay=true,,Khánh_Hòa
Kim Đồng,https://qipedc.moet.gov.vn/videos/D0479.mp4?autoplay=true,,Kim_Đồng
Kiên Giang,https://qipedc.moet.gov.vn/videos/W01881.mp4?autoplay=true,,Kiên_Giang
Kon Tum,https://qipedc.moet.gov.vn/videos/W01908.mp4?autoplay=true,,Kon_Tum
Liên Bang Nga (nước Nga),https://qipedc.moet.gov.vn/videos/W01996N.mp4?autoplay=true,N,Liên_Bang_Nga_(nước_Nga)N
Liên Bang Nga (nước Nga),https://qipedc.moet.gov.vn/videos/W01996B.mp4?autoplay=true,B,Liên_Bang_Nga_(nước_Nga)B
Liên Bang Nga (nước Nga),https://qipedc.moet.gov.vn/videos/W01996T.mp4?autoplay=true,T,Liên_Bang_Nga_(nước_Nga)T
Long An,https://qipedc.moet.gov.vn/videos/W02027.mp4?autoplay=true,,Long_An
Long Vương,https://qipedc.moet.gov.vn/videos/D0225.mp4?autoplay=true,,Long_Vương
Lào (nước Lào),https://qipedc.moet.gov.vn/videos/W01945B.mp4?autoplay=true,B,Lào_(nước_Lào)B
Lào (nước Lào),https://qipedc.moet.gov.vn/videos/W01945T.mp4?autoplay=true,T,Lào_(nước_Lào)T
Lào (nước Lào),https://qipedc.moet.gov.vn/videos/W01945N.mp4?autoplay=true,N,Lào_(nước_Lào)N
Lâm Đồng,https://qipedc.moet.gov.vn/videos/W01961.mp4?autoplay=true,,Lâm_Đồng
Lượm,https://qipedc.moet.gov.vn/videos/D0316.mp4?autoplay=true,,Lượm
Lạc Long Quân,https://qipedc.moet.gov.vn/videos/W01914.mp4?autoplay=true,,Lạc_Long_Quân
Lạng Sơn,https://qipedc.moet.gov.vn/videos/W01940.mp4?autoplay=true,,Lạng_Sơn
Ma Cao,https://qipedc.moet.gov.vn/videos/D0006.mp4?autoplay=true,,Ma_Cao
Mexico (nước Mexico),https://qipedc.moet.gov.vn/videos/W02200N.mp4?autoplay=true,N,Mexico_(nước_Mexico)N
Mexico (nước Mexico),https://qipedc.moet.gov.vn/videos/W02200T.mp4?autoplay=true,T,Mexico_(nước_Mexico)T
Mexico (nước Mexico),https://qipedc.moet.gov.vn/videos/W02200B.mp4?autoplay=true,B,Mexico_(nước_Mexico)B
Miến Điện (nước Mi-an-ma),https://qipedc.moet.gov.vn/videos/D0005B.mp4?autoplay=true,B,Miến_Điện_(nước_Mi-an-ma)B
Miến Điện (nước Mi-an-ma),https://qipedc.moet.gov.vn/videos/D0005N.mp4?autoplay=true,N,Miến_Điện_(nước_Mi-an-ma)N
Miến Điện (nước Mi-an-ma),https://qipedc.moet.gov.vn/videos/D0005T.mp4?autoplay=true,T,Miến_Điện_(nước_Mi-an-ma)T
Mã Lai (nước Ma-lai-xi-a),https://qipedc.moet.gov.vn/videos/D0223N.mp4?autoplay=true,N,Mã_Lai_(nước_Ma-lai-xi-a)N
Mã Lai (nước Ma-lai-xi-a),https://qipedc.moet.gov.vn/videos/D0223T.mp4?autoplay=true,T,Mã_Lai_(nước_Ma-lai-xi-a)T
Mã Lai (nước Ma-lai-xi-a),https://qipedc.moet.gov.vn/videos/D0223B.mp4?autoplay=true,B,Mã_Lai_(nước_Ma-lai-xi-a)B
Mặt trời lặn,https://qipedc.moet.gov.vn/videos/W02222.mp4?autoplay=true,,Mặt_trời_lặn
Mặt trời mọc,https://qipedc.moet.gov.vn/videos/W02219.mp4?autoplay=true,,Mặt_trời_mọc
Nam bán cầu,https://qipedc.moet.gov.vn/videos/W02284.mp4?autoplay=true,,Nam_bán_cầu
Nam Định,https://qipedc.moet.gov.vn/videos/W02285.mp4?autoplay=true,,Nam_Định
Nhật (nước Nhật),https://qipedc.moet.gov.vn/videos/W02492B.mp4?autoplay=true,B,Nhật_(nước_Nhật)B
Nhật (nước Nhật),https://qipedc.moet.gov.vn/videos/W02492T.mp4?autoplay=true,T,Nhật_(nước_Nhật)T
Nhật (nước Nhật),https://qipedc.moet.gov.vn/videos/W02492N.mp4?autoplay=true,N,Nhật_(nước_Nhật)N
Ninh Bình,https://qipedc.moet.gov.vn/videos/W02518.mp4?autoplay=true,,Ninh_Bình
Ninh Thuận,https://qipedc.moet.gov.vn/videos/W02519.mp4?autoplay=true,,Ninh_Thuận
Oa-sinh-tơn,https://qipedc.moet.gov.vn/videos/W02556.mp4?autoplay=true,,Oa-sinh-tơn
Pa-ki-xtan (nước Pa-ki-xtan),https://qipedc.moet.gov.vn/videos/W02582.mp4?autoplay=true,,Pa-ki-xtan_(nước_Pa-ki-xtan)
Paris,https://qipedc.moet.gov.vn/videos/W00852.mp4?autoplay=true,,Paris
Phi-líp-pin (nước Phi-líp-pin),https://qipedc.moet.gov.vn/videos/W02654T.mp4?autoplay=true,T,Phi-líp-pin_(nước_Phi-líp-pin)T
Phi-líp-pin (nước Phi-líp-pin),https://qipedc.moet.gov.vn/videos/W02654B.mp4?autoplay=true,B,Phi-líp-pin_(nước_Phi-líp-pin)B
Phi-líp-pin (nước Phi-líp-pin),https://qipedc.moet.gov.vn/videos/W02654N.mp4?autoplay=true,N,Phi-líp-pin_(nước_Phi-líp-pin)N
Phú Thọ,https://qipedc.moet.gov.vn/videos/W02702.mp4?autoplay=true,,Phú_Thọ
Pê-ru (nước Pê-ru),https://qipedc.moet.gov.vn/videos/W02583.mp4?autoplay=true,,Pê-ru_(nước_Pê-ru)
Quy Nhơn,https://qipedc.moet.gov.vn/videos/D0016.mp4?autoplay=true,,Quy_Nhơn
Quảng Bình,https://qipedc.moet.gov.vn/videos/W02772.mp4?autoplay=true,,Quảng_Bình
Quảng Nam,https://qipedc.moet.gov.vn/videos/W02781.mp4?autoplay=true,,Quảng_Nam
Quảng Ngãi,https://qipedc.moet.gov.vn/videos/W02774.mp4?autoplay=true,,Quảng_Ngãi
Quảng Ninh,https://qipedc.moet.gov.vn/videos/W02775.mp4?autoplay=true,,Quảng_Ninh
Quảng Trị,https://qipedc.moet.gov.vn/videos/W02782.mp4?autoplay=true,,Quảng_Trị
Quốc Tử Giám,https://qipedc.moet.gov.vn/videos/W02807.mp4?autoplay=true,,Quốc_Tử_Giám
Sapa,https://qipedc.moet.gov.vn/videos/W02925.mp4?autoplay=true,,Sapa
Socola,https://qipedc.moet.gov.vn/videos/D0406.mp4?autoplay=true,,Socola
Sóc Trăng,https://qipedc.moet.gov.vn/videos/W02961.mp4?autoplay=true,,Sóc_Trăng
Thanh Hóa,https://qipedc.moet.gov.vn/videos/W03168.mp4?autoplay=true,,Thanh_Hóa
Thái Nguyên,https://qipedc.moet.gov.vn/videos/W03150.mp4?autoplay=true,,Thái_Nguyên
Thánh Gióng,https://qipedc.moet.gov.vn/videos/D0480.mp4?autoplay=true,,Thánh_Gióng
Thăng Long,https://qipedc.moet.gov.vn/videos/D0244.mp4?autoplay=true,,Thăng_Long
Thủy Điện Hòa Bình,https://qipedc.moet.gov.vn/videos/W03345B.mp4?autoplay=true,B,Thủy_Điện_Hòa_BìnhB
Thủy Điện Hòa Bình,https://qipedc.moet.gov.vn/videos/W03345T.mp4?autoplay=true,T,Thủy_Điện_Hòa_BìnhT
Thủy Điện Hòa Bình,https://qipedc.moet.gov.vn/videos/W03345N.mp4?autoplay=true,N,Thủy_Điện_Hòa_BìnhN
Thừa Thiên – Huế,https://qipedc.moet.gov.vn/videos/W03361N.mp4?autoplay=true,N,Thừa_Thiên_–_HuếN
Thừa Thiên – Huế,https://qipedc.moet.gov.vn/videos/W03361T.mp4?autoplay=true,T,Thừa_Thiên_–_HuếT
Thừa Thiên – Huế,https://qipedc.moet.gov.vn/videos/W03361B.mp4?autoplay=true,B,Thừa_Thiên_–_HuếB
Tiền Giang,https://qipedc.moet.gov.vn/videos/W03398.mp4?autoplay=true,,Tiền_Giang
Trung Quốc (nước Trung Quốc),https://qipedc.moet.gov.vn/videos/W03642T.mp4?autoplay=true,T,Trung_Quốc_(nước_Trung_Quốc)T
Trung Quốc (nước Trung Quốc),https://qipedc.moet.gov.vn/videos/W03642N.mp4?autoplay=true,N,Trung_Quốc_(nước_Trung_Quốc)N
Trung Quốc (nước Trung Quốc),https://qipedc.moet.gov.vn/videos/W03642B.mp4?autoplay=true,B,Trung_Quốc_(nước_Trung_Quốc)B
Trung Thu,https://qipedc.moet.gov.vn/videos/W03645T.mp4?autoplay=true,T,Trung_ThuT
Trung Thu,https://qipedc.moet.gov.vn/videos/W03645B.mp4?autoplay=true,B,Trung_ThuB
Trung Thu,https://qipedc.moet.gov.vn/videos/W03645N.mp4?autoplay=true,N,Trung_ThuN
Trà Vinh,https://qipedc.moet.gov.vn/videos/W03513.mp4?autoplay=true,,Trà_Vinh
Trần Quốc Toản,https://qipedc.moet.gov.vn/videos/W02806.mp4?autoplay=true,,Trần_Quốc_Toản
Tuy Hoà,https://qipedc.moet.gov.vn/videos/D0015.mp4?autoplay=true,,Tuy_Hoà
Tây Bắc,https://qipedc.moet.gov.vn/videos/W03121.mp4?autoplay=true,,Tây_Bắc
Tây Nguyên,https://qipedc.moet.gov.vn/videos/W03123.mp4?autoplay=true,,Tây_Nguyên
Tây Ninh,https://qipedc.moet.gov.vn/videos/W03124.mp4?autoplay=true,,Tây_Ninh
Tết Dương,https://qipedc.moet.gov.vn/videos/W03132T.mp4?autoplay=true,T,Tết_DươngT
Tết Dương,https://qipedc.moet.gov.vn/videos/W03132N.mp4?autoplay=true,N,Tết_DươngN
Tết Thiếu nhi,https://qipedc.moet.gov.vn/videos/W03133N.mp4?autoplay=true,N,Tết_Thiếu_nhiN
Tết Trung thu,https://qipedc.moet.gov.vn/videos/W03134T.mp4?autoplay=true,T,Tết_Trung_thuT
Tết Trung thu,https://qipedc.moet.gov.vn/videos/W03134B.mp4?autoplay=true,B,Tết_Trung_thuB
Tết Trung thu,https://qipedc.moet.gov.vn/videos/W03134N.mp4?autoplay=true,N,Tết_Trung_thuN
Tết hàn thực,https://qipedc.moet.gov.vn/videos/D0040N.mp4?autoplay=true,N,Tết_hàn_thựcN
Tết hàn thực,https://qipedc.moet.gov.vn/videos/D0040T.mp4?autoplay=true,T,Tết_hàn_thựcT
Tết hàn thực,https://qipedc.moet.gov.vn/videos/D0040B.mp4?autoplay=true,B,Tết_hàn_thựcB
Tết Âm,https://qipedc.moet.gov.vn/videos/W03131T.mp4?autoplay=true,T,Tết_ÂmT
Tết Âm,https://qipedc.moet.gov.vn/videos/W03131N.mp4?autoplay=true,N,Tết_ÂmN
UNICEF,https://qipedc.moet.gov.vn/videos/W03744.mp4?autoplay=true,,UNICEF
Võ Nguyên Giáp,https://qipedc.moet.gov.vn/videos/W03851.mp4?autoplay=true,,Võ_Nguyên_Giáp
Võ Thị Sáu,https://qipedc.moet.gov.vn/videos/D0203.mp4?autoplay=true,,Võ_Thị_Sáu
Văn miếu Quốc Tử Giám,https://qipedc.moet.gov.vn/videos/W03791.mp4?autoplay=true,,Văn_miếu_Quốc_Tử_Giám
Vĩnh Long,https://qipedc.moet.gov.vn/videos/W03846.mp4?autoplay=true,,Vĩnh_Long
Vĩnh Phúc,https://qipedc.moet.gov.vn/videos/W03847.mp4?autoplay=true,,Vĩnh_Phúc
Y-Éc-Xanh,https://qipedc.moet.gov.vn/videos/W04031.mp4?autoplay=true,,Y-Éc-Xanh
Yên Bái,https://qipedc.moet.gov.vn/videos/W04043.mp4?autoplay=true,,Yên_Bái
a,https://qipedc.moet.gov.vn/videos/D0489.mp4?autoplay=true,,a
ai,https://qipedc.moet.gov.vn/videos/W00004N.mp4?autoplay=true,N,aiN
ai,https://qipedc.moet.gov.vn/videos/W00004T.mp4?autoplay=true,T,aiT
ai,https://qipedc.moet.gov.vn/videos/W00004B.mp4?autoplay=true,B,aiB
ai bảo,https://qipedc.moet.gov.vn/videos/W04071.mp4?autoplay=true,,ai_bảo
ai cho,https://qipedc.moet.gov.vn/videos/D0032.mp4?autoplay=true,,ai_cho
an ninh,https://qipedc.moet.gov.vn/videos/W00007.mp4?autoplay=true,,an_ninh
anh chị,https://qipedc.moet.gov.vn/videos/W00010B.mp4?autoplay=true,B,anh_chịB
anh chị em,https://qipedc.moet.gov.vn/videos/W00011.mp4?autoplay=true,,anh_chị_em
anh dũng,https://qipedc.moet.gov.vn/videos/W00012N.mp4?autoplay=true,N,anh_dũngN
anh dũng,https://qipedc.moet.gov.vn/videos/W00012B.mp4?autoplay=true,B,anh_dũngB
anh dũng,https://qipedc.moet.gov.vn/videos/W00012T.mp4?autoplay=true,T,anh_dũngT
anh em,https://qipedc.moet.gov.vn/videos/W00013T.mp4?autoplay=true,T,anh_emT
anh em,https://qipedc.moet.gov.vn/videos/W00013N.mp4?autoplay=true,N,anh_emN
anh em,https://qipedc.moet.gov.vn/videos/W00013B.mp4?autoplay=true,B,anh_emB
"anh hai, anh cả",https://qipedc.moet.gov.vn/videos/D0143N.mp4?autoplay=true,N,"anh_hai,_anh_cảN"
"anh hai, anh cả",https://qipedc.moet.gov.vn/videos/D0143B.mp4?autoplay=true,B,"anh_hai,_anh_cảB"
"anh hai, anh cả",https://qipedc.moet.gov.vn/videos/D0143T.mp4?autoplay=true,T,"anh_hai,_anh_cảT"
anh hùng,https://qipedc.moet.gov.vn/videos/W00015.mp4?autoplay=true,,anh_hùng
anh họ,https://qipedc.moet.gov.vn/videos/W00014T.mp4?autoplay=true,T,anh_họT
anh họ,https://qipedc.moet.gov.vn/videos/W00014N.mp4?autoplay=true,N,anh_họN
anh ruột,https://qipedc.moet.gov.vn/videos/W00019N.mp4?autoplay=true,N,anh_ruộtN
anh ruột,https://qipedc.moet.gov.vn/videos/W00019B.mp4?autoplay=true,B,anh_ruộtB
anh ruột,https://qipedc.moet.gov.vn/videos/W00019T.mp4?autoplay=true,T,anh_ruộtT
anh rể,https://qipedc.moet.gov.vn/videos/W00018T.mp4?autoplay=true,T,anh_rểT
anh rể,https://qipedc.moet.gov.vn/videos/W00018B.mp4?autoplay=true,B,anh_rểB
anh rể,https://qipedc.moet.gov.vn/videos/W00018N.mp4?autoplay=true,N,anh_rểN
anh vợ,https://qipedc.moet.gov.vn/videos/W00020.mp4?autoplay=true,,anh_vợ
ao chuôm,https://qipedc.moet.gov.vn/videos/W00026.mp4?autoplay=true,,ao_chuôm
b,https://qipedc.moet.gov.vn/videos/D0492.mp4?autoplay=true,,b
ba là,https://qipedc.moet.gov.vn/videos/D0148.mp4?autoplay=true,,ba_là
ban giám hiệu,https://qipedc.moet.gov.vn/videos/W00087.mp4?autoplay=true,,ban_giám_hiệu
ban ngày,https://qipedc.moet.gov.vn/videos/W00089.mp4?autoplay=true,,ban_ngày
ban đêm,https://qipedc.moet.gov.vn/videos/W00086B.mp4?autoplay=true,B,ban_đêmB
ban đêm,https://qipedc.moet.gov.vn/videos/W00086N.mp4?autoplay=true,N,ban_đêmN
ban đêm,https://qipedc.moet.gov.vn/videos/W00086T.mp4?autoplay=true,T,ban_đêmT
bao giờ?,https://qipedc.moet.gov.vn/videos/W00145B.mp4?autoplay=true,B,bao_giờ?B
bao giờ?,https://qipedc.moet.gov.vn/videos/W00145N.mp4?autoplay=true,N,bao_giờ?N
bao giờ?,https://qipedc.moet.gov.vn/videos/W00145T.mp4?autoplay=true,T,bao_giờ?T
bao la,https://qipedc.moet.gov.vn/videos/W00146.mp4?autoplay=true,,bao_la
bao nhiêu?,https://qipedc.moet.gov.vn/videos/W00147.mp4?autoplay=true,,bao_nhiêu?
bao tay (dùng cho trẻ sơ sinh),https://qipedc.moet.gov.vn/videos/W00150.mp4?autoplay=true,,bao_tay_(dùng_cho_trẻ_sơ_sinh)
bay,https://qipedc.moet.gov.vn/videos/W00174.mp4?autoplay=true,,bay
bay liệng (bay lượn),https://qipedc.moet.gov.vn/videos/W00176.mp4?autoplay=true,,bay_liệng_(bay_lượn)
bay nhanh (máy bay),https://qipedc.moet.gov.vn/videos/D0177.mp4?autoplay=true,,bay_nhanh_(máy_bay)
biến đổi,https://qipedc.moet.gov.vn/videos/W00262N.mp4?autoplay=true,N,biến_đổiN
biển hiệu,https://qipedc.moet.gov.vn/videos/W00261.mp4?autoplay=true,,biển_hiệu
biển đông,https://qipedc.moet.gov.vn/videos/W00260.mp4?autoplay=true,,biển_đông
biểu thị,https://qipedc.moet.gov.vn/videos/W00270.mp4?autoplay=true,,biểu_thị
biểu thức,https://qipedc.moet.gov.vn/videos/W00271.mp4?autoplay=true,,biểu_thức
